"","species_common_name","species","location","recordingDate","method","taskLength","transcriber","speciesIndividualNumber","vocalization","abundance","startTime","tagLength","minFreq","maxFreq","internal_tag_id","Latitude","Longitude","species_id","species_genus","species_name","species_class","species_order","species_family","scientific_name","species_code","category","taxon_order","order","family","report_as"
"172","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 13:51:44","1SPM",180,"Sarah Neima",1,"Song","1",2.51,1.15,7982.83,9579.4,3399762,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"173","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-08 07:57:06","1SPM",180,"Sarah Neima",1,"Song","1",127.9,1.74,7931.33,10763.95,3404893,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"174","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",2,"Song","1",125.86,2.1,6283.26,9012.88,3463069,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"175","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",3,"Song","1",77.04,1.9,6231.76,9115.88,3463059,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"176","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-04 20:19:31","1SPM",180,"Lindsay Colyn",1,"Song","1",140.71,1.78,7261.8,10609.44,3462825,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"177","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-23 06:18:59","1SPM",180,"Sarah Neima",1,"Song","1",152.63,1.25,7055.79,9115.88,3399001,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"178","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-03 05:18:59","1SPM",180,"Lindsay Colyn",2,"Song","1",62.91,1.33,7416.31,10609.44,3410880,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"179","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-23 08:57:01","1SPM",180,"Lindsay Colyn",1,"Song","1",67.56,1.57,7055.79,10712.45,3410899,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"180","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-07-04 09:24:03","1SPM",180,"Lindsay Colyn",1,"Song","1",60,1.19,7004.29,9682.4,3399915,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"181","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",1,"Song","1",0.03,1.42,7210.3,9270.39,3462841,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"182","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-23 08:57:01","1SPM",180,"Lindsay Colyn",2,"Song","1",56.3,1.55,7158.8,10248.93,3410900,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"183","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-22 07:18:43","1SPM",180,"Lindsay Colyn",2,"Song","1",72.19,1.79,7416.31,10042.92,3398846,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"184","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-06 07:51:33","1SPM",180,"Sarah Neima",1,"Song","1",122.08,2.27,7313.3,10866.95,3463031,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"185","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 13:51:44","1SPM",180,"Sarah Neima",1,"Song","1",120.05,0.84,7879.83,9527.9,3399764,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"186","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-08 08:27:06","1SPM",180,"Lindsay Colyn",2,"Song","1",81.84,0.94,7622.32,10403.43,3410825,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"187","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-07-04 09:24:03","1SPM",180,"Lindsay Colyn",4,"Song","1",123.35,1.58,6437.77,9682.4,3399936,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"188","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-20 09:18:19","1SPM",180,"Lindsay Colyn",3,"Song","1",22.09,1.61,6746.78,9167.38,3399727,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"189","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-20 09:18:19","1SPM",180,"Lindsay Colyn",4,"Song","1",39.31,1.64,7467.81,10403.43,3399735,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"190","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-16 05:17:59","1SPM",180,"Sarah Neima",2,"Song","1",120.9,1.81,7467.81,9115.88,3398658,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"191","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",2,"Song","1",6.13,3.26,6386.27,10454.94,3462922,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"192","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",3,"Song","1",124.69,2.51,6798.28,10815.45,3462982,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"193","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-08 08:27:06","1SPM",180,"Lindsay Colyn",1,"Song","1",70.64,1.35,7776.82,9991.42,3410818,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"194","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",1,"Song","1",0.03,1.57,6849.79,10042.92,3463042,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"195","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-16 05:17:59","1SPM",180,"Sarah Neima",3,"Song","1",65.14,2.84,7004.29,8961.37,3398646,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"196","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-16 05:17:59","1SPM",180,"Sarah Neima",1,"Song","1",0.1,1.41,8034.33,10351.93,3398629,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"197","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-23 08:57:01","1SPM",180,"Lindsay Colyn",1,"Song","1",125.08,1.51,6798.28,10763.95,3410902,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"198","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",2,"Song","1",64.93,1.7,6952.79,9424.89,3462966,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"199","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-07-04 09:24:03","1SPM",180,"Lindsay Colyn",2,"Song","1",61.16,1.63,7055.79,10403.43,3399913,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"200","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 05:11:44","1SPM",180,"Lindsay Colyn",1,"Song","1",120.1,1.34,7107.3,9012.88,3399865,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"201","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",1,"Song","1",60.64,2.94,6695.28,10248.93,3462930,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"202","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-22 19:48:43","1SPM",180,"Sarah Neima",1,"Song","1",137.3,1.5,7622.32,9012.88,3398679,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"203","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-04 09:52:22","1SPM",180,"Sarah Neima",3,"Song","1",7.78,2.16,7210.3,10403.43,3462834,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"204","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",3,"Song","1",66.98,1.32,7261.8,9218.88,3462967,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"205","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-14 17:56:03","1SPM",180,"Sarah Neima",1,"Song","1",125.29,1.34,7313.3,10403.43,3404978,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"206","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 05:11:44","1SPM",180,"Lindsay Colyn",3,"Song","1",5.28,1.46,7158.8,9836.91,3399856,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"207","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-06 07:51:33","1SPM",180,"Sarah Neima",1,"Song","1",60.01,0.95,7364.81,10454.94,3463017,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"208","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-23 06:57:01","1SPM",180,"Lindsay Colyn",1,"Song","1",110.3,1.93,7416.31,10351.93,3410927,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"209","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",1,"Song","1",62.01,2.6,6849.79,9682.4,3463055,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"210","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",1,"Song","1",127.15,2.15,6695.28,9888.41,3463070,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"211","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",1,"Song","1",8.6,2,6643.78,10300.43,3462988,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"212","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",1,"Song","1",120.06,1.15,6643.78,10197.42,3462974,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"213","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",3,"Song","1",19.7,2,6334.76,10506.44,3462924,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"214","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-24 05:27:18","1SPM",180,"Sarah Neima",1,"Song","1",2.63,2.16,7673.82,10145.92,3405036,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"215","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-24 05:27:18","1SPM",180,"Sarah Neima",2,"Song","1",10.34,1.5,7261.8,10145.92,3405045,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"216","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-08 07:57:06","1SPM",180,"Sarah Neima",2,"Song","1",94.9,1.34,7622.32,10094.42,3404888,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"217","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-08 07:57:06","1SPM",180,"Sarah Neima",2,"Song","1",123.4,1.65,7982.83,10197.42,3404892,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"218","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-22 07:18:43","1SPM",180,"Lindsay Colyn",2,"Song","1",124.11,1.67,7261.8,9682.4,3399681,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"219","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 13:51:44","1SPM",180,"Sarah Neima",1,"Song","1",77.44,2.12,7261.8,10557.94,3399759,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"220","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",2,"Song","1",60.45,2.15,6283.26,8652.36,3463054,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"221","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-23 06:57:01","1SPM",180,"Lindsay Colyn",1,"Song","1",138.64,1.32,6437.77,10403.43,3410931,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"222","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-12 19:56:15","1SPM",180,"Sarah Neima",1,"Song","1",14.84,2.19,7416.31,10454.94,3404870,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"223","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-04 09:52:22","1SPM",180,"Sarah Neima",2,"Song","1",66.35,2.26,7467.81,10506.44,3462853,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"224","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-04 09:52:22","1SPM",180,"Sarah Neima",3,"Song","1",70.61,2.37,7004.29,10454.94,3462854,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"225","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-04 09:52:22","1SPM",180,"Sarah Neima",1,"Song","1",0.03,0.52,7828.33,9733.91,3462840,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"226","Blackpoll Warbler","BLPW","CoffinIsland1901229"," 2022-07-11 07:47:09","1SPM",180,"Sarah Neima",1,"Call","1",89.6,5.36,5562.23,11948.5,3453951,46.0846,-60.6708,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"227","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",2,"Song","1",122.69,1.87,6746.78,10197.42,3462975,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"228","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-24 05:27:18","1SPM",180,"Sarah Neima",2,"Song","1",63.24,1.05,7364.81,9527.9,3405051,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"229","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",3,"Song","1",3.04,1.54,6746.78,9167.38,3463046,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"230","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",3,"Song","1",80.71,1.88,7107.3,10969.96,3462940,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"231","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 05:11:44","1SPM",180,"Lindsay Colyn",1,"Song","1",0.01,1.09,7364.81,9476.39,3399851,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"232","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-08 08:27:06","1SPM",180,"Lindsay Colyn",1,"Song","1",6.36,1.52,7467.81,10042.92,3410811,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"233","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-22 19:48:43","1SPM",180,"Sarah Neima",1,"Song","1",60.24,1.27,7261.8,9373.39,3398670,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"234","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 05:11:44","1SPM",180,"Lindsay Colyn",2,"Song","1",0.95,1.13,7673.82,10300.43,3399853,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"235","Blackpoll Warbler","BLPW","OwlsHead3879193"," 2021-06-18 05:26:26","1SPM",180,"Lindsay Colyn",1,"Song","1",67.09,1.15,7107.3,9218.88,3400209,44.7388,-62.8343,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"236","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",2,"Song","1",136.01,1.73,7158.8,9579.4,3462957,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"237","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-16 05:17:59","1SPM",180,"Sarah Neima",1,"Song","1",129.41,1.63,7931.33,10197.42,3398650,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"238","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",2,"Song","1",1.49,1.05,6643.78,8858.37,3463043,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"239","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-23 08:57:01","1SPM",180,"Lindsay Colyn",1,"Song","1",3.4,1.2,7210.3,10506.44,3410892,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"240","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-16 05:17:59","1SPM",180,"Sarah Neima",1,"Song","1",70.53,1.53,7879.83,10248.93,3398648,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"241","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-20 09:18:19","1SPM",180,"Lindsay Colyn",2,"Song","1",61,1.64,6746.78,9476.39,3399738,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"242","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-16 05:17:59","1SPM",180,"Sarah Neima",2,"Song","1",62.69,2.27,7622.32,9579.4,3398642,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"243","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",1,"Song","1",120.18,3.08,5974.25,10300.43,3462951,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"244","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-16 05:17:59","1SPM",180,"Sarah Neima",2,"Song","1",2.14,1.31,7776.82,9270.39,3398630,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"245","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-20 09:18:19","1SPM",180,"Lindsay Colyn",1,"Song","1",83.48,1.68,6798.28,9373.39,3399741,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"246","Blackpoll Warbler","BLPW","WolfesIsland2439985"," 2022-06-14 17:56:03","1SPM",180,"Sarah Neima",2,"Song","1",60.04,0.26,8034.33,11021.46,3404965,44.72786,-62.7587,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"247","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-07-04 09:24:03","1SPM",180,"Lindsay Colyn",2,"Song","1",2.6,1.73,6901.29,10351.93,3399882,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"248","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-04 09:52:22","1SPM",180,"Sarah Neima",2,"Song","1",5.68,2.17,7416.31,10248.93,3462832,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"249","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-07-04 09:24:03","1SPM",180,"Lindsay Colyn",4,"Song","1",6.18,1.52,6849.79,9218.88,3399886,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"250","Blackpoll Warbler","BLPW","OwlsHead3879193"," 2021-07-02 06:01:16","1SPM",180,"Lindsay Colyn",1,"Song","1",88.41,1.78,5768.24,8652.36,3400238,44.7388,-62.8343,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"251","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-20 09:18:19","1SPM",180,"Lindsay Colyn",4,"Song","1",131.41,2.1,7416.31,10609.44,3399770,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"252","Blackpoll Warbler","BLPW","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",1,"Song","1",60.08,2.12,6798.28,10351.93,3462964,45.1017,-61.5427,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"253","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-30 05:11:44","1SPM",180,"Lindsay Colyn",4,"Song","1",10.23,0.75,6489.27,8291.85,3399857,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
"254","Blackpoll Warbler","BLPW","HogIsland2019511"," 2022-06-20 09:18:19","1SPM",180,"Lindsay Colyn",2,"Song","1",15.28,1.76,7055.79,9115.88,3399720,45.22926,-63.7443,270,"Setophaga","striata","Aves","Passeriformes","Parulidae","Setophaga striata","bkpwar","species",33448,"Passeriformes","Parulidae",NA
